rule,status,onset,cert_step,period,dx,dy,visited,bbox_w,bbox_h,onset_exact
RLRRLLLRLRLL,TIMEOUT,-1,20000000,-1,0,0,152057,508,431,0
RLRRLLLRLLRR,TIMEOUT,-1,20000000,-1,0,0,150649,476,418,0
RLRRLLLRLLRL,TIMEOUT,-1,20000000,-1,0,0,153644,448,473,0
RLRRLLLRLLLR,TIMEOUT,-1,20000000,-1,0,0,154389,434,454,0
RLRRLLLRLLLL,TIMEOUT,-1,20000000,-1,0,0,155197,441,473,0
RLRRLLLLRRRR,TIMEOUT,-1,20000000,-1,0,0,162170,412,421,0
RLRRLLLLRRRL,TIMEOUT,-1,20000000,-1,0,0,237800,509,510,0
RLRRLLLLRRLR,TIMEOUT,-1,20000000,-1,0,0,5980,79,80,0
RLRRLLLLRRLL,TIMEOUT,-1,20000000,-1,0,0,198708,456,454,0
RLRRLLLLRLRR,TIMEOUT,-1,20000000,-1,0,0,137415,433,424,0
RLRRLLLLRLRL,TIMEOUT,-1,20000000,-1,0,0,140624,408,413,0
RLRRLLLLRLLR,TIMEOUT,-1,20000000,-1,0,0,138830,445,420,0
RLRRLLLLRLLL,TIMEOUT,-1,20000000,-1,0,0,140527,417,426,0
RLRRLLLLLRRR,TIMEOUT,-1,20000000,-1,0,0,7272,89,90,0
RLRRLLLLLRRL,TIMEOUT,-1,20000000,-1,0,0,173734,424,421,0
RLRRLLLLLRLR,TIMEOUT,-1,20000000,-1,0,0,137657,387,390,0
RLRRLLLLLRLL,TIMEOUT,-1,20000000,-1,0,0,143740,431,423,0
RLRRLLLLLLRR,TIMEOUT,-1,20000000,-1,0,0,188058,442,444,0
RLRRLLLLLLRL,TIMEOUT,-1,20000000,-1,0,0,4824,72,72,0
RLRRLLLLLLLR,TIMEOUT,-1,20000000,-1,0,0,1122,36,36,0
RLRRLLLLLLLL,TIMEOUT,-1,20000000,-1,0,0,203237,461,460,0
RLRLRRRRRRRR,TIMEOUT,-1,20000000,-1,0,0,1578,44,44,0
RLRLRRRRRRRL,TIMEOUT,-1,20000000,-1,0,0,1995697,1423,1436,0
RLRLRRRRRRLR,TIMEOUT,-1,20000000,-1,0,0,131385,397,398,0
RLRLRRRRRRLL,TIMEOUT,-1,20000000,-1,0,0,4572,73,72,0
RLRLRRRRRLRR,TIMEOUT,-1,20000000,-1,0,0,137557,448,400,0
RLRLRRRRRLRL,TIMEOUT,-1,20000000,-1,0,0,135320,420,410,0
RLRLRRRRRLLR,TIMEOUT,-1,20000000,-1,0,0,4944,78,72,0
RLRLRRRRRLLL,TIMEOUT,-1,20000000,-1,0,0,152934,424,433,0
RLRLRRRRLRRR,TIMEOUT,-1,20000000,-1,0,0,154182,435,432,0
RLRLRRRRLRRL,TIMEOUT,-1,20000000,-1,0,0,151236,452,462,0
RLRLRRRRLRLR,TIMEOUT,-1,20000000,-1,0,0,156518,446,429,0
RLRLRRRRLRLL,TIMEOUT,-1,20000000,-1,0,0,155883,464,464,0
RLRLRRRRLLRR,TIMEOUT,-1,20000000,-1,0,0,5474,81,77,0
RLRLRRRRLLRL,TIMEOUT,-1,20000000,-1,0,0,149092,418,446,0
RLRLRRRRLLLR,TIMEOUT,-1,20000000,-1,0,0,154933,449,424,0
RLRLRRRRLLLL,TIMEOUT,-1,20000000,-1,0,0,144927,449,449,0
RLRLRRRLRRRR,TIMEOUT,-1,20000000,-1,0,0,143171,447,431,0
RLRLRRRLRRRL,TIMEOUT,-1,20000000,-1,0,0,155577,449,498,0
RLRLRRRLRRLR,TIMEOUT,-1,20000000,-1,0,0,158026,444,451,0
RLRLRRRLRRLL,TIMEOUT,-1,20000000,-1,0,0,162168,470,505,0
RLRLRRRLRLRR,TIMEOUT,-1,20000000,-1,0,0,183753,495,531,0
RLRLRRRLRLRL,TIMEOUT,-1,20000000,-1,0,0,152077,496,424,0
RLRLRRRLRLLR,TIMEOUT,-1,20000000,-1,0,0,175097,506,488,0
RLRLRRRLRLLL,TIMEOUT,-1,20000000,-1,0,0,168719,513,450,0
RLRLRRRLLRRR,TIMEOUT,-1,20000000,-1,0,0,7207,106,92,0
RLRLRRRLLRRL,TIMEOUT,-1,20000000,-1,0,0,159083,490,421,0
RLRLRRRLLRLR,TIMEOUT,-1,20000000,-1,0,0,159741,505,439,0
RLRLRRRLLRLL,TIMEOUT,-1,20000000,-1,0,0,161790,507,483,0
RLRLRRRLLLRR,TIMEOUT,-1,20000000,-1,0,0,179822,467,537,0
RLRLRRRLLLRL,TIMEOUT,-1,20000000,-1,0,0,155761,479,491,0
RLRLRRRLLLLR,TIMEOUT,-1,20000000,-1,0,0,160775,476,492,0
RLRLRRRLLLLL,TIMEOUT,-1,20000000,-1,0,0,140578,468,433,0
RLRLRRLRRRRR,TIMEOUT,-1,20000000,-1,0,0,264501,568,573,0
RLRLRRLRRRRL,TIMEOUT,-1,20000000,-1,0,0,159392,489,448,0
RLRLRRLRRRLR,TIMEOUT,-1,20000000,-1,0,0,178025,524,461,0
RLRLRRLRRRLL,TIMEOUT,-1,20000000,-1,0,0,168821,537,463,0
RLRLRRLRRLRR,TIMEOUT,-1,20000000,-1,0,0,159364,455,466,0
RLRLRRLRRLRL,TIMEOUT,-1,20000000,-1,0,0,160927,464,469,0
RLRLRRLRRLLR,TIMEOUT,-1,20000000,-1,0,0,166484,469,485,0
RLRLRRLRRLLL,TIMEOUT,-1,20000000,-1,0,0,170682,506,478,0
RLRLRRLRLRRR,TIMEOUT,-1,20000000,-1,0,0,180352,500,524,0
RLRLRRLRLRRL,TIMEOUT,-1,20000000,-1,0,0,184775,478,549,0
RLRLRRLRLRLR,TIMEOUT,-1,20000000,-1,0,0,167793,491,494,0
RLRLRRLRLRLL,TIMEOUT,-1,20000000,-1,0,0,153951,444,494,0
RLRLRRLRLLRR,TIMEOUT,-1,20000000,-1,0,0,169555,443,511,0
RLRLRRLRLLRL,TIMEOUT,-1,20000000,-1,0,0,154451,452,502,0
RLRLRRLRLLLR,TIMEOUT,-1,20000000,-1,0,0,160027,482,483,0
RLRLRRLRLLLL,TIMEOUT,-1,20000000,-1,0,0,152075,440,497,0
RLRLRRLLRRRR,TIMEOUT,-1,20000000,-1,0,0,7653,96,109,0
RLRLRRLLRRRL,TIMEOUT,-1,20000000,-1,0,0,148293,427,454,0
RLRLRRLLRRLR,TIMEOUT,-1,20000000,-1,0,0,151938,475,454,0
RLRLRRLLRRLL,TIMEOUT,-1,20000000,-1,0,0,148402,481,431,0
RLRLRRLLRLRR,TIMEOUT,-1,20000000,-1,0,0,166980,466,467,0
RLRLRRLLRLRL,TIMEOUT,-1,20000000,-1,0,0,164459,486,457,0
RLRLRRLLRLLR,TIMEOUT,-1,20000000,-1,0,0,171217,473,519,0
RLRLRRLLRLLL,TIMEOUT,-1,20000000,-1,0,0,165038,509,469,0
RLRLRRLLLRRR,TIMEOUT,-1,20000000,-1,0,0,138725,419,430,0
RLRLRRLLLRRL,TIMEOUT,-1,20000000,-1,0,0,156314,473,515,0
RLRLRRLLLRLR,TIMEOUT,-1,20000000,-1,0,0,154374,477,474,0
RLRLRRLLLRLL,TIMEOUT,-1,20000000,-1,0,0,164611,451,485,0
RLRLRRLLLLRR,TIMEOUT,-1,20000000,-1,0,0,168178,490,488,0
RLRLRRLLLLRL,TIMEOUT,-1,20000000,-1,0,0,140064,417,466,0
RLRLRRLLLLLR,TIMEOUT,-1,20000000,-1,0,0,118432,401,390,0
RLRLRRLLLLLL,TIMEOUT,-1,20000000,-1,0,0,5384,89,83,0
RLRLRLRRRRRR,HIGHWAY,3015,4096,88,2,2,749,50,51,1
RLRLRLRRRRRL,HIGHWAY,4477,5120,88,2,2,923,46,47,1
RLRLRLRRRRLR,HIGHWAY,2872,6144,88,-2,2,1239,89,104,1
RLRLRLRRRRLL,HIGHWAY,763,2048,88,-2,2,496,46,43,1
RLRLRLRRRLRR,HIGHWAY,819,2048,88,2,2,468,45,44,1
RLRLRLRRRLRL,HIGHWAY,3429,5120,88,2,2,955,68,66,1
RLRLRLRRRLLR,HIGHWAY,6458,7168,88,-2,-2,1015,50,50,1
RLRLRLRRRLLL,HIGHWAY,4253,5120,88,-2,-2,738,42,52,1
RLRLRLRRLRRR,TIMEOUT,-1,20000000,-1,0,0,268719,543,652,0
RLRLRLRRLRRL,TIMEOUT,-1,20000000,-1,0,0,256382,555,637,0
RLRLRLRRLRLR,HIGHWAY,1328129,1336320,340,-4,-4,47535,506,338,0
RLRLRLRRLRLL,TIMEOUT,-1,20000000,-1,0,0,308574,604,770,0
RLRLRLRRLLRR,TIMEOUT,-1,20000000,-1,0,0,258334,615,646,0
RLRLRLRRLLRL,TIMEOUT,-1,20000000,-1,0,0,305177,642,769,0
RLRLRLRRLLLR,TIMEOUT,-1,20000000,-1,0,0,275947,697,610,0
RLRLRLRRLLLL,TIMEOUT,-1,20000000,-1,0,0,280458,692,570,0
RLRLRLRLRRRR,TIMEOUT,-1,20000000,-1,0,0,254636,649,581,0
RLRLRLRLRRRL,OOB,-1,3728184,-1,0,0,112105,1206,864,0
RLRLRLRLRRLR,HIGHWAY,1585,2048,108,-2,-2,393,31,23,1
RLRLRLRLRRLL,HIGHWAY,1270,2048,108,-2,2,380,31,32,1
RLRLRLRLRLRR,HIGHWAY,570,2048,104,-2,2,450,43,44,1
RLRLRLRLRLRL,HIGHWAY,10077,11264,104,-2,-2,1648,73,45,1
RLRLRLRLRLLR,HIGHWAY,5405,6144,104,2,-2,877,52,38,1
RLRLRLRLRLLL,HIGHWAY,3108,4096,104,2,-2,776,39,51,1
RLRLRLRLLRRR,TIMEOUT,-1,20000000,-1,0,0,282737,587,681,0
RLRLRLRLLRRL,TIMEOUT,-1,20000000,-1,0,0,309134,674,644,0
RLRLRLRLLRLR,TIMEOUT,-1,20000000,-1,0,0,310777,705,695,0
RLRLRLRLLRLL,HIGHWAY,16141256,16146432,1128,12,-8,299680,857,585,1
RLRLRLRLLLRR,TIMEOUT,-1,20000000,-1,0,0,303525,764,583,0
RLRLRLRLLLRL,TIMEOUT,-1,20000000,-1,0,0,290309,688,611,0
RLRLRLRLLLLR,TIMEOUT,-1,20000000,-1,0,0,305241,696,814,0
RLRLRLRLLLLL,TIMEOUT,-1,20000000,-1,0,0,310489,683,757,0
RLRLRLLRRRRR,TIMEOUT,-1,20000000,-1,0,0,8124,116,99,0
RLRLRLLRRRRL,TIMEOUT,-1,20000000,-1,0,0,217937,630,582,0
RLRLRLLRRRLR,TIMEOUT,-1,20000000,-1,0,0,233617,549,627,0
RLRLRLLRRRLL,HIGHWAY,6062,11264,484,8,0,1738,120,37,1
RLRLRLLRRLRR,TIMEOUT,-1,20000000,-1,0,0,248700,689,572,0
RLRLRLLRRLRL,TIMEOUT,-1,20000000,-1,0,0,273218,547,754,0
RLRLRLLRRLLR,TIMEOUT,-1,20000000,-1,0,0,307231,699,736,0
RLRLRLLRRLLL,TIMEOUT,-1,20000000,-1,0,0,356455,722,775,0
RLRLRLLRLRRR,TIMEOUT,-1,20000000,-1,0,0,243359,614,621,0
RLRLRLLRLRRL,HIGHWAY,1426,4096,138,-3,-1,846,82,39,1
RLRLRLLRLRLR,HIGHWAY,21606,22528,146,1,-3,2363,73,69,1
RLRLRLLRLRLL,TIMEOUT,-1,20000000,-1,0,0,310677,625,777,0
RLRLRLLRLLRR,TIMEOUT,-1,20000000,-1,0,0,297893,716,689,0
RLRLRLLRLLRL,HIGHWAY,20949,24576,320,4,4,3062,100,112,1
RLRLRLLRLLLR,HIGHWAY,3488661,3493888,1312,8,8,88738,369,427,1
RLRLRLLRLLLL,HIGHWAY,2140144,2141184,180,2,2,58932,280,381,1
RLRLRLLLRRRR,TIMEOUT,-1,20000000,-1,0,0,206856,620,553,0
RLRLRLLLRRRL,TIMEOUT,-1,20000000,-1,0,0,251322,726,578,0
RLRLRLLLRRLR,TIMEOUT,-1,20000000,-1,0,0,280833,631,647,0
RLRLRLLLRRLL,TIMEOUT,-1,20000000,-1,0,0,254592,667,576,0
RLRLRLLLRLRR,TIMEOUT,-1,20000000,-1,0,0,232787,597,640,0
RLRLRLLLRLRL,TIMEOUT,-1,20000000,-1,0,0,290678,676,754,0
RLRLRLLLRLLR,TIMEOUT,-1,20000000,-1,0,0,244610,664,555,0
RLRLRLLLRLLL,TIMEOUT,-1,20000000,-1,0,0,253586,630,651,0
RLRLRLLLLRRR,TIMEOUT,-1,20000000,-1,0,0,217696,580,538,0
RLRLRLLLLRRL,TIMEOUT,-1,20000000,-1,0,0,256625,662,552,0
RLRLRLLLLRLR,TIMEOUT,-1,20000000,-1,0,0,226878,569,602,0
RLRLRLLLLRLL,TIMEOUT,-1,20000000,-1,0,0,224129,606,565,0
RLRLRLLLLLRR,TIMEOUT,-1,20000000,-1,0,0,208322,536,544,0
RLRLRLLLLLRL,TIMEOUT,-1,20000000,-1,0,0,273572,588,612,0
RLRLRLLLLLLR,TIMEOUT,-1,20000000,-1,0,0,8847,118,107,0
RLRLRLLLLLLL,TIMEOUT,-1,20000000,-1,0,0,195821,548,512,0
RLRLLRRRRRRR,TIMEOUT,-1,20000000,-1,0,0,94253,337,329,0
RLRLLRRRRRRL,TIMEOUT,-1,20000000,-1,0,0,4982,76,76,0
RLRLLRRRRRLR,TIMEOUT,-1,20000000,-1,0,0,100273,344,359,0
RLRLLRRRRRLL,TIMEOUT,-1,20000000,-1,0,0,103734,359,343,0
RLRLLRRRRLRR,TIMEOUT,-1,20000000,-1,0,0,95927,344,367,0
RLRLLRRRRLRL,TIMEOUT,-1,20000000,-1,0,0,101950,378,362,0
RLRLLRRRRLLR,TIMEOUT,-1,20000000,-1,0,0,103845,363,363,0
RLRLLRRRRLLL,TIMEOUT,-1,20000000,-1,0,0,108354,376,365,0
RLRLLRRRLRRR,TIMEOUT,-1,20000000,-1,0,0,109527,406,342,0
RLRLLRRRLRRL,TIMEOUT,-1,20000000,-1,0,0,113416,381,392,0
RLRLLRRRLRLR,TIMEOUT,-1,20000000,-1,0,0,121830,412,407,0
RLRLLRRRLRLL,TIMEOUT,-1,20000000,-1,0,0,125129,410,449,0
RLRLLRRRLLRR,HIGHWAY,20416,21504,116,-2,2,1350,62,51,1
RLRLLRRRLLRL,HIGHWAY,15622,18432,608,-6,-6,1741,62,85,1
RLRLLRRRLLLR,TIMEOUT,-1,20000000,-1,0,0,142806,438,439,0
RLRLLRRRLLLL,TIMEOUT,-1,20000000,-1,0,0,128728,425,426,0
RLRLLRRLRRRR,TIMEOUT,-1,20000000,-1,0,0,105526,384,381,0
RLRLLRRLRRRL,TIMEOUT,-1,20000000,-1,0,0,115733,382,392,0
RLRLLRRLRRLR,TIMEOUT,-1,20000000,-1,0,0,113215,391,379,0
RLRLLRRLRRLL,TIMEOUT,-1,20000000,-1,0,0,111380,387,397,0
RLRLLRRLRLRR,TIMEOUT,-1,20000000,-1,0,0,127443,416,384,0
RLRLLRRLRLRL,TIMEOUT,-1,20000000,-1,0,0,117434,416,389,0
RLRLLRRLRLLR,TIMEOUT,-1,20000000,-1,0,0,137639,453,432,0
RLRLLRRLRLLL,TIMEOUT,-1,20000000,-1,0,0,140558,460,422,0
RLRLLRRLLRRR,TIMEOUT,-1,20000000,-1,0,0,97214,356,343,0
RLRLLRRLLRRL,TIMEOUT,-1,20000000,-1,0,0,101663,352,377,0
RLRLLRRLLRLR,TIMEOUT,-1,20000000,-1,0,0,119501,382,417,0
RLRLLRRLLRLL,TIMEOUT,-1,20000000,-1,0,0,115220,380,418,0
RLRLLRRLLLRR,TIMEOUT,-1,20000000,-1,0,0,95583,347,357,0
RLRLLRRLLLRL,TIMEOUT,-1,20000000,-1,0,0,100684,354,380,0
RLRLLRRLLLLR,TIMEOUT,-1,20000000,-1,0,0,83772,330,328,0
RLRLLRRLLLLL,TIMEOUT,-1,20000000,-1,0,0,3838,72,70,0
RLRLLRLRRRRR,TIMEOUT,-1,20000000,-1,0,0,327065,652,632,0
RLRLLRLRRRRL,TIMEOUT,-1,20000000,-1,0,0,222003,515,598,0
RLRLLRLRRRLR,TIMEOUT,-1,20000000,-1,0,0,242123,626,605,0
RLRLLRLRRRLL,TIMEOUT,-1,20000000,-1,0,0,210257,537,611,0
RLRLLRLRRLRR,TIMEOUT,-1,20000000,-1,0,0,209210,520,577,0
RLRLLRLRRLRL,TIMEOUT,-1,20000000,-1,0,0,241074,562,622,0
RLRLLRLRRLLR,TIMEOUT,-1,20000000,-1,0,0,238155,561,694,0
RLRLLRLRRLLL,TIMEOUT,-1,20000000,-1,0,0,227004,547,661,0
RLRLLRLRLRRR,TIMEOUT,-1,20000000,-1,0,0,233026,677,542,0
RLRLLRLRLRRL,HIGHWAY,2139,3072,128,-2,2,554,39,43,1
RLRLLRLRLRLR,TIMEOUT,-1,20000000,-1,0,0,230957,551,570,0
RLRLLRLRLRLL,TIMEOUT,-1,20000000,-1,0,0,261326,658,616,0
RLRLLRLRLLRR,TIMEOUT,-1,20000000,-1,0,0,251923,647,542,0
RLRLLRLRLLRL,TIMEOUT,-1,20000000,-1,0,0,232815,527,618,0
RLRLLRLRLLLR,TIMEOUT,-1,20000000,-1,0,0,225501,578,563,0
RLRLLRLRLLLL,TIMEOUT,-1,20000000,-1,0,0,192692,478,565,0
RLRLLRLLRRRR,HIGHWAY,9318,10240,100,-2,2,1091,52,51,1
RLRLLRLLRRRL,HIGHWAY,1283,2048,100,-2,-2,380,36,31,1
RLRLLRLLRRLR,TIMEOUT,-1,20000000,-1,0,0,196323,486,523,0
RLRLLRLLRRLL,TIMEOUT,-1,20000000,-1,0,0,211931,649,473,0
RLRLLRLLRLRR,OOB,-1,12160717,-1,0,0,223709,1317,1302,0
RLRLLRLLRLRL,HIGHWAY,55787,56320,128,-2,-2,3900,73,86,1
RLRLLRLLRLLR,TIMEOUT,-1,20000000,-1,0,0,242899,619,576,0
RLRLLRLLRLLL,TIMEOUT,-1,20000000,-1,0,0,272526,753,573,0
RLRLLRLLLRRR,TIMEOUT,-1,20000000,-1,0,0,176375,518,484,0
RLRLLRLLLRRL,TIMEOUT,-1,20000000,-1,0,0,176937,483,505,0
RLRLLRLLLRLR,TIMEOUT,-1,20000000,-1,0,0,195452,569,531,0
RLRLLRLLLRLL,HIGHWAY,1677,4096,210,-1,3,725,30,59,1
RLRLLRLLLLRR,TIMEOUT,-1,20000000,-1,0,0,163777,517,460,0
RLRLLRLLLLRL,TIMEOUT,-1,20000000,-1,0,0,188217,559,479,0
RLRLLRLLLLLR,TIMEOUT,-1,20000000,-1,0,0,185922,461,501,0
RLRLLRLLLLLL,TIMEOUT,-1,20000000,-1,0,0,192269,494,488,0
RLRLLLRRRRRR,TIMEOUT,-1,20000000,-1,0,0,4902,80,80,0
RLRLLLRRRRRL,TIMEOUT,-1,20000000,-1,0,0,81577,344,322,0
RLRLLLRRRRLR,TIMEOUT,-1,20000000,-1,0,0,85242,327,340,0
RLRLLLRRRRLL,TIMEOUT,-1,20000000,-1,0,0,86167,326,363,0
RLRLLLRRRLRR,TIMEOUT,-1,20000000,-1,0,0,95789,341,366,0
RLRLLLRRRLRL,TIMEOUT,-1,20000000,-1,0,0,100640,365,358,0
RLRLLLRRRLLR,HIGHWAY,163098,163840,180,2,2,4665,75,91,1
RLRLLLRRRLLL,TIMEOUT,-1,20000000,-1,0,0,164915,513,491,0
RLRLLLRRLRRR,TIMEOUT,-1,20000000,-1,0,0,76558,320,323,0
RLRLLLRRLRRL,TIMEOUT,-1,20000000,-1,0,0,79248,326,315,0
RLRLLLRRLRLR,TIMEOUT,-1,20000000,-1,0,0,93074,355,346,0
RLRLLLRRLRLL,TIMEOUT,-1,20000000,-1,0,0,99453,361,343,0
RLRLLLRRLLRR,TIMEOUT,-1,20000000,-1,0,0,78953,319,338,0
RLRLLLRRLLRL,TIMEOUT,-1,20000000,-1,0,0,86447,356,336,0
RLRLLLRRLLLR,TIMEOUT,-1,20000000,-1,0,0,71901,299,302,0
RLRLLLRRLLLL,TIMEOUT,-1,20000000,-1,0,0,3500,68,67,0
RLRLLLRLRRRR,TIMEOUT,-1,20000000,-1,0,0,125044,400,411,0
RLRLLLRLRRRL,TIMEOUT,-1,20000000,-1,0,0,145389,445,477,0
RLRLLLRLRRLR,TIMEOUT,-1,20000000,-1,0,0,128121,423,426,0
RLRLLLRLRRLL,TIMEOUT,-1,20000000,-1,0,0,148181,465,433,0
RLRLLLRLRLRR,TIMEOUT,-1,20000000,-1,0,0,124720,402,442,0
RLRLLLRLRLRL,TIMEOUT,-1,20000000,-1,0,0,128330,437,448,0
RLRLLLRLRLLR,TIMEOUT,-1,20000000,-1,0,0,129663,384,458,0
RLRLLLRLRLLL,TIMEOUT,-1,20000000,-1,0,0,121835,420,403,0
RLRLLLRLLRRR,HIGHWAY,105856,106496,144,2,2,4557,80,87,1
RLRLLLRLLRRL,TIMEOUT,-1,20000000,-1,0,0,181133,480,527,0
RLRLLLRLLRLR,TIMEOUT,-1,20000000,-1,0,0,180310,548,508,0
RLRLLLRLLRLL,HIGHWAY,59334,60416,132,-2,2,2786,84,73,1
RLRLLLRLLLRR,HIGHWAY,1260,2048,116,2,-2,358,35,30,1
RLRLLLRLLLRL,TIMEOUT,-1,20000000,-1,0,0,252903,747,574,0
RLRLLLRLLLLR,TIMEOUT,-1,20000000,-1,0,0,187099,506,602,0
RLRLLLRLLLLL,TIMEOUT,-1,20000000,-1,0,0,165340,534,478,0
RLRLLLLRRRRR,TIMEOUT,-1,20000000,-1,0,0,72605,319,301,0
RLRLLLLRRRRL,TIMEOUT,-1,20000000,-1,0,0,75091,337,309,0
RLRLLLLRRRLR,TIMEOUT,-1,20000000,-1,0,0,86969,316,342,0
RLRLLLLRRRLL,TIMEOUT,-1,20000000,-1,0,0,107066,393,374,0
RLRLLLLRRLRR,TIMEOUT,-1,20000000,-1,0,0,69018,319,287,0
RLRLLLLRRLRL,TIMEOUT,-1,20000000,-1,0,0,76141,303,315,0
RLRLLLLRRLLR,TIMEOUT,-1,20000000,-1,0,0,68231,292,285,0
RLRLLLLRRLLL,TIMEOUT,-1,20000000,-1,0,0,3318,66,65,0
RLRLLLLRLRRR,TIMEOUT,-1,20000000,-1,0,0,92619,356,345,0
RLRLLLLRLRRL,TIMEOUT,-1,20000000,-1,0,0,112441,388,384,0
RLRLLLLRLRLR,TIMEOUT,-1,20000000,-1,0,0,93805,385,331,0
RLRLLLLRLRLL,TIMEOUT,-1,20000000,-1,0,0,89220,359,340,0
RLRLLLLRLLRR,TIMEOUT,-1,20000000,-1,0,0,136230,439,446,0
RLRLLLLRLLRL,TIMEOUT,-1,20000000,-1,0,0,122334,470,393,0
RLRLLLLRLLLR,HIGHWAY,48143,55296,172,2,-2,3359,140,141,1
RLRLLLLRLLLL,HIGHWAY,236591,239616,548,-4,-4,9548,119,150,1
RLRLLLLLRRRR,TIMEOUT,-1,20000000,-1,0,0,70222,293,324,0
RLRLLLLLRRRL,TIMEOUT,-1,20000000,-1,0,0,73862,322,319,0
RLRLLLLLRRLR,TIMEOUT,-1,20000000,-1,0,0,69448,284,294,0
RLRLLLLLRRLL,TIMEOUT,-1,20000000,-1,0,0,3168,64,64,0
RLRLLLLLRLRR,TIMEOUT,-1,20000000,-1,0,0,81631,361,300,0
RLRLLLLLRLRL,TIMEOUT,-1,20000000,-1,0,0,73588,303,313,0
RLRLLLLLRLLR,OOB,-1,97964,-1,0,0,11250,1026,1027,0
RLRLLLLLRLLL,TIMEOUT,-1,20000000,-1,0,0,132062,430,459,0
RLRLLLLLLRRR,TIMEOUT,-1,20000000,-1,0,0,71313,308,306,0
RLRLLLLLLRRL,TIMEOUT,-1,20000000,-1,0,0,3229,63,64,0
RLRLLLLLLRLR,TIMEOUT,-1,20000000,-1,0,0,69804,327,303,0
RLRLLLLLLRLL,TIMEOUT,-1,20000000,-1,0,0,83886,331,334,0
RLRLLLLLLLRR,TIMEOUT,-1,20000000,-1,0,0,3068,63,63,0
RLRLLLLLLLRL,TIMEOUT,-1,20000000,-1,0,0,78818,349,322,0
RLRLLLLLLLLR,TIMEOUT,-1,20000000,-1,0,0,81420,318,357,0
RLRLLLLLLLLL,TIMEOUT,-1,20000000,-1,0,0,775,32,32,0
RLLRRRRRRRRR,TIMEOUT,-1,20000000,-1,0,0,352,18,20,0
RLLRRRRRRRRL,TIMEOUT,-1,20000000,-1,0,0,202786,492,546,0
RLLRRRRRRRLR,TIMEOUT,-1,20000000,-1,0,0,268034,602,486,0
RLLRRRRRRRLL,TIMEOUT,-1,20000000,-1,0,0,1144,38,36,0
RLLRRRRRRLRR,TIMEOUT,-1,20000000,-1,0,0,159970,423,437,0
RLLRRRRRRLRL,TIMEOUT,-1,20000000,-1,0,0,3924,66,68,0
RLLRRRRRRLLR,TIMEOUT,-1,20000000,-1,0,0,1440,36,40,0
RLLRRRRRRLLL,TIMEOUT,-1,20000000,-1,0,0,144088,408,404,0
RLLRRRRRLRRR,TIMEOUT,-1,20000000,-1,0,0,126461,406,402,0
RLLRRRRRLRRL,TIMEOUT,-1,20000000,-1,0,0,215564,500,456,0
RLLRRRRRLRLR,TIMEOUT,-1,20000000,-1,0,0,4604,74,72,0
RLLRRRRRLRLL,TIMEOUT,-1,20000000,-1,0,0,115583,385,371,0
RLLRRRRRLLRR,TIMEOUT,-1,20000000,-1,0,0,1036,34,34,0
RLLRRRRRLLRL,TIMEOUT,-1,20000000,-1,0,0,178384,521,444,0
RLLRRRRRLLLR,TIMEOUT,-1,20000000,-1,0,0,134295,384,398,0
RLLRRRRRLLLL,TIMEOUT,-1,20000000,-1,0,0,5569,87,82,0
RLLRRRRLRRRR,TIMEOUT,-1,20000000,-1,0,0,224048,488,492,0
RLLRRRRLRRRL,TIMEOUT,-1,20000000,-1,0,0,127198,428,392,0
RLLRRRRLRRLR,TIMEOUT,-1,20000000,-1,0,0,157982,444,434,0
RLLRRRRLRRLL,TIMEOUT,-1,20000000,-1,0,0,141042,429,409,0
RLLRRRRLRLRR,TIMEOUT,-1,20000000,-1,0,0,5792,78,95,0
RLLRRRRLRLRL,TIMEOUT,-1,20000000,-1,0,0,141993,379,406,0
RLLRRRRLRLLR,TIMEOUT,-1,20000000,-1,0,0,139490,413,407,0
RLLRRRRLRLLL,TIMEOUT,-1,20000000,-1,0,0,135878,395,391,0
RLLRRRRLLRRR,TIMEOUT,-1,20000000,-1,0,0,1856,40,48,0
RLLRRRRLLRRL,TIMEOUT,-1,20000000,-1,0,0,91839,327,330,0
RLLRRRRLLRLR,TIMEOUT,-1,20000000,-1,0,0,104887,368,334,0
RLLRRRRLLRLL,TIMEOUT,-1,20000000,-1,0,0,4832,74,74,0
RLLRRRRLLLRR,TIMEOUT,-1,20000000,-1,0,0,410209,715,796,0
RLLRRRRLLLRL,TIMEOUT,-1,20000000,-1,0,0,112236,361,373,0
RLLRRRRLLLLR,TIMEOUT,-1,20000000,-1,0,0,135512,344,396,0
RLLRRRRLLLLL,TIMEOUT,-1,20000000,-1,0,0,106556,362,332,0
RLLRRRLRRRRR,TIMEOUT,-1,20000000,-1,0,0,379748,612,680,0
RLLRRRLRRRRL,TIMEOUT,-1,20000000,-1,0,0,134992,438,405,0
RLLRRRLRRRLR,TIMEOUT,-1,20000000,-1,0,0,147002,441,429,0
RLLRRRLRRRLL,TIMEOUT,-1,20000000,-1,0,0,146096,426,436,0
RLLRRRLRRLRR,TIMEOUT,-1,20000000,-1,0,0,141415,440,429,0
RLLRRRLRRLRL,TIMEOUT,-1,20000000,-1,0,0,138679,420,425,0
RLLRRRLRRLLR,TIMEOUT,-1,20000000,-1,0,0,151070,467,415,0
RLLRRRLRRLLL,TIMEOUT,-1,20000000,-1,0,0,144765,416,447,0
RLLRRRLRLRRR,TIMEOUT,-1,20000000,-1,0,0,8120,94,94,0
